,Price,Date,Ticker,High,Low,Open,Close,Volume,ROC
1,0,2022-01-18,AAPL,169.5727368069087,166.49657517844096,168.56045143128856,166.87986755371094,90956700,-6.7084446700204525
2,1,2022-01-19,AAPL,168.13787560571404,163.08627069140266,167.07644696659617,163.37127685546875,94815000,-7.495845749860619
3,2,2022-01-20,AAPL,166.7619661877595,161.3565509731018,164.10840171802175,161.68087768554688,91420500,-5.951289740347754
4,3,2022-01-21,AAPL,163.4695895238368,159.50889548799853,161.59243259966877,159.61700439453125,122848900,-5.57558161681595
5,4,2022-01-24,AAPL,159.5088591961831,152.03955370843636,157.26807054913448,158.84054565429688,162294600,-6.127678147113114
6,5,2022-01-25,AAPL,159.9609746399648,154.3196962957588,156.24598134135783,157.0322265625,115798400,-7.207136292367833
7,6,2022-01-26,AAPL,161.56290980795944,155.10590488401596,160.6882161425736,156.94374084472656,108275300,-8.790277669393232
8,7,2022-01-27,AAPL,161.02240127110773,155.55802030212934,159.65630602886313,156.4818572998047,121954600,-9.291857517952218
9,8,2022-01-28,AAPL,167.42044760669708,160.00028414870977,162.86024363325143,167.40078735351562,179935700,-1.0801872616726826
10,9,2022-01-31,AAPL,171.99043344285184,166.5948424464351,167.23367305419112,171.7742156982422,115541600,0.9880096981688568
11,10,2022-02-01,AAPL,171.83323343223077,169.3467436133565,171.0175053301255,171.60719299316406,86213900,2.832771567206338
12,11,2022-02-02,AAPL,172.85536054887322,170.3492104199486,171.74478859061858,172.8160400390625,84914300,5.781165064865923
13,12,2022-02-03,AAPL,173.20914700397037,169.1599898283705,171.47940471663034,169.92657470703125,89418100,5.099982842449324
14,13,2022-02-04,AAPL,171.32396054369477,167.9584796418521,168.9425345214472,169.64122009277344,82465400,6.280167790560065
15,14,2022-02-07,AAPL,171.17637684794104,168.22421163061932,170.10376042269814,168.9228973388672,77251200,6.3474672937183785
16,15,2022-02-08,AAPL,172.55402535255456,168.6965170956554,168.99173655614575,172.0423126220703,74829200,9.55860232523429
17,16,2022-02-09,AAPL,173.83328800439335,172.1111919697569,173.24286408752374,173.4691925048828,71285000,10.529538528399062
18,17,2022-02-10,AAPL,172.68194375053233,168.8146153330359,171.36331383328056,169.37551879882812,90865900,8.239716553415132
19,18,2022-02-11,AAPL,170.32022548644153,165.360580335394,169.58218430454045,165.95101928710938,98670700,-0.8660461454967017
20,19,2022-02-14,AAPL,166.87599960086266,163.90415017095245,164.7012320839439,166.18716430664062,86185500,-3.2525553203027857
21,20,2022-02-15,AAPL,170.19227292675632,167.5353279968633,168.24384864689935,170.03482055664062,62527400,-0.9162625465157892
22,21,2022-02-16,AAPL,170.57605697053586,167.33852325607717,169.1098249151892,169.7986602783203,61177400,-1.7460067711655425
23,22,2022-02-17,AAPL,169.16884887808143,165.78369827163797,168.30287592792615,166.18716430664062,69589300,-2.200603647097399
24,23,2022-02-18,AAPL,167.8206823626154,163.54005341590076,167.11217679103845,164.63235473632812,82772700,-2.9526228081276806
25,24,2022-02-22,AAPL,164.03211066057264,159.56449308823295,162.3493702057695,161.6999053955078,91162800,-4.275910523171833
26,25,2022-02-23,AAPL,163.50072589040192,157.20278014132612,162.9004517631082,157.51768493652344,90009200,-8.442474100806518
27,26,2022-02-24,AAPL,160.25335773120963,149.57635530980806,150.14710899376973,160.14511108398438,141147500,-7.680949699770689
28,27,2022-02-25,AAPL,162.48715009234238,158.30491651486224,161.22756094554026,162.22146606445312,91974200,-4.223782034800472
29,28,2022-02-28,AAPL,162.78235630766343,159.84002681342048,160.45998619224247,162.4871368408203,95056600,-2.0872920583249077
30,29,2022-03-01,AAPL,163.9435277104657,159.38734940316522,162.07381467213503,160.5977325439453,83474400,-3.3633354212494804
31,30,2022-03-02,AAPL,164.69140636238802,160.35172123734418,161.76876250392863,163.90415954589844,79724800,-3.605532673056222
32,31,2022-03-03,AAPL,166.21669661748916,162.91027195360368,165.78371011148872,163.5794219970703,76678400,-3.662713398949036
33,32,2022-03-04,AAPL,162.9102773059474,159.51529120397137,161.86718160657645,160.56822204589844,83737200,-3.381092808331687
34,33,2022-03-07,AAPL,162.38875977204634,156.5041000801844,160.75522487368383,156.7599639892578,96418800,-4.781800490965815
35,34,2022-03-08,AAPL,160.28285666328267,153.3157466151268,156.28759642734667,154.92959594726562,131148300,-4.18695943679277
36,35,2022-03-09,AAPL,160.80440217190915,156.8681828813347,158.9051685561548,160.3517303466797,91454900,1.7991918883891067
37,36,2022-03-10,AAPL,157.83254827067594,153.49286301272676,157.64557545679153,155.99237060546875,105342000,-2.5931109919039685
38,37,2022-03-11,AAPL,156.74025467661986,152.03647371376925,156.39582947431037,152.26280212402344,96970100,-6.13893104410298
39,38,2022-03-14,AAPL,151.66249879142745,147.70660988509843,149.03507466152865,148.2183074951172,108732100,-8.781513185060009
40,39,2022-03-15,AAPL,153.08942257610076,147.98217542358523,148.4938731423045,152.6170654296875,92964300,-4.969352298964758
41,40,2022-03-16,AAPL,157.44876942008187,151.99711238572482,154.54581073699606,157.04530334472656,102300200,-4.184674885722572
42,41,2022-03-17,AAPL,158.4328293113158,155.1165693039783,156.08093884327653,158.0588836669922,75615400,-3.37483667730345
43,42,2022-03-18,AAPL,161.85733809568418,157.21259798603037,157.9506391261387,161.3653106689453,123511700,0.496417418646522
44,43,2022-03-21,AAPL,163.69754597170976,160.41079104635503,160.90281851844856,162.74301147460938,95811400,3.816693582400643
45,44,2022-03-22,AAPL,166.71858251121776,162.28050023380402,162.87092417568584,166.12815856933594,81532000,7.228162284681905
46,45,2022-03-23,AAPL,169.88723307812018,164.9767938445975,165.31138391398235,167.49598693847656,98062700,4.455366073288403
47,46,2022-03-24,AAPL,171.36330962465348,167.4959813021374,168.33241890873853,171.29443359375,90131400,9.809494482895431
48,47,2022-03-25,AAPL,172.48515040066314,169.99549257889427,171.10747947713025,171.93408203125,80546200,12.919294557053806
49,48,2022-03-28,AAPL,172.92795048627315,169.25743018713217,169.42471770580778,172.80003356933594,90371900,16.5848109384386
50,49,2022-03-29,AAPL,176.1556818269469,173.52825675371,173.87268201319478,176.1064910888672,100589400,15.391087224122746
51,50,2022-03-30,AAPL,176.74609743731983,173.88249413539714,175.7030016679424,174.93544006347656,92633200,11.391704392126757
52,51,2022-03-31,AAPL,175.19128676604245,171.61916279397346,175.00431393883977,171.82582092285156,103049300,8.710005370444328
53,52,2022-04-01,AAPL,172.09152763755276,169.19840379678678,171.2550749570232,171.53060913085938,78751300,6.299556217983571
54,53,2022-04-04,AAPL,175.64397809076996,171.6585524344424,171.78648438629216,175.5947723388672,76468400,7.896966356839785
55,54,2022-04-05,AAPL,175.45698948199342,171.6388517127187,174.66974256872732,172.26864624023438,73401800,3.696235318430752
56,55,2022-04-06,AAPL,170.86143526379934,167.41724355380708,169.6116814961237,169.0901336669922,89058800,0.9517521927860706
57,56,2022-04-07,AAPL,170.59575076458447,167.14172361896223,168.4308330803216,169.39520263671875,77594700,-1.108752291119719
58,57,2022-04-08,AAPL,169.04096981181576,166.50210606320158,169.04096981181576,167.37791442871094,76575500,-2.6499502301765565
59,58,2022-04-11,AAPL,166.33476922464124,162.8610572412183,166.0198795202021,163.10707092285156,72246700,-5.609352293670177
60,59,2022-04-12,AAPL,167.1613860255376,163.98289318870957,165.34089363354275,164.98663330078125,79265200,-6.314280478437684
61,60,2022-04-13,AAPL,168.3127321148904,164.11082878699807,164.72093797881234,167.6829376220703,70618900,-4.145816558825722
62,61,2022-04-14,AAPL,168.5390777375964,162.4084052337266,167.8994330781819,162.6544189453125,75329400,-5.337615690284958
